OrderNum,WT,LabelledComponent,OrderDescription,WorkOrderStartDatetime,DowntimeStartDatetime,DowntimeEndDatetime,SCADADowntimeTotal,SCADADowntimeCount
461134187,WT02,lift,TWL02A Lift Service Teeside,27/06/2018 13:30,23/06/2018 21:39,25/06/2018 15:05,41.42666667,1
461134190,WT05,lift,TWL05A Lift Service Teeside,29/06/2018 08:15,26/06/2018 07:18,26/06/2018 15:00,7.6925,1
461134193,WT08,lift,TWL08A Lift Service Teeside,02/07/2018 13:45,26/06/2018 07:41,26/06/2018 14:48,7.115,1
461134194,WT09,lift,TWL09A Lift Service Teeside,03/07/2018 11:00,03/07/2018 10:00,03/07/2018 15:21,5.349444444,1
461134198,WT13,lift,TWL13B Lift Service Teeside,30/06/2018 08:15,22/06/2018 15:59,27/06/2018 14:58,51.91166667,2
461134201,WT16,lift,TWL16B Lift Service Teeside,06/07/2018 07:45,06/07/2018 06:57,06/07/2018 13:20,6.379166667,1
461134205,WT02,lift,TWL02A Crane Inspection Teeside,27/06/2018 13:30,23/06/2018 21:39,25/06/2018 15:05,41.42666667,1
461134208,WT05,lift,TWL05A Crane Inspection Teeside,29/06/2018 08:15,26/06/2018 07:18,26/06/2018 15:00,7.6925,1
461134211,WT08,lift,TWL08A Crane Inspection Teeside,03/07/2018 08:00,26/06/2018 07:41,26/06/2018 14:48,7.115,1
461134212,WT09,lift,TWL09A Crane Inspection Teeside,03/07/2018 14:00,03/07/2018 10:00,03/07/2018 15:21,5.349444444,1
461134216,WT13,lift,TWL13B Crane Inspection Teeside,30/06/2018 08:15,22/06/2018 15:59,27/06/2018 14:58,51.91166667,2
461134219,WT16,lift,TWL16B Crane Inspection Teeside,06/07/2018 11:15,06/07/2018 06:57,06/07/2018 13:20,6.379166667,1
461134221,WT18,lift,TWL18B Crane Inspection Teeside,08/05/2018 14:00,04/05/2018 07:36,04/05/2018 15:34,7.975555556,1
461134224,WT21,lift,TWL21C Lift Service Teeside,01/07/2018 11:30,28/06/2018 08:00,28/06/2018 14:37,6.6125,1
461134233,WT21,lift,TWL21C Crane Inspection Teeside,01/07/2018 11:30,28/06/2018 08:00,28/06/2018 14:37,6.6125,1
461152078,WT23,unclassified,TWL23C Teesside PM Plans,07/04/2018 07:45,04/04/2018 08:25,07/04/2018 13:43,13.39972222,2
461152080,WT25,unclassified,TWL25C Teesside PM Plans,16/04/2018 08:30,16/04/2018 07:16,17/04/2018 15:12,31.9275,1
461157632,WT19,unclassified,TWL19C Teesside PM Plans,11/05/2018 08:00,11/05/2018 07:38,11/05/2018 13:04,5.43,1
461157634,WT03,unclassified,TWL03A Teesside PM Plans,07/06/2018 07:45,31/05/2018 07:08,31/05/2018 17:35,10.45472222,1
461157636,WT06,unclassified,TWL06A Teesside PM Plans,19/04/2018 11:00,19/04/2018 10:21,19/04/2018 16:18,5.949166667,1
461157637,WT07,unclassified,TWL07A Teesside PM Plans,16/04/2018 10:30,16/04/2018 10:01,16/04/2018 16:42,6.690277778,1
461157641,WT12,unclassified,TWL12B Teesside PM Plans,02/06/2018 11:00,02/06/2018 10:11,02/06/2018 15:36,5.416111111,1
461157644,WT04,unclassified,TWL04A Teesside PM Plans,13/06/2018 07:45,13/06/2018 06:53,13/06/2018 14:53,8.003333333,1
461157645,WT11,unclassified,TWL11B Teesside PM Plans,01/06/2018 08:15,01/06/2018 07:31,01/06/2018 12:59,5.466111111,1
461157646,WT13,unclassified,TWL13B Teesside PM Plans,07/06/2018 07:45,04/06/2018 06:55,04/06/2018 12:01,5.105,1
461157647,WT14,unclassified,TWL14B Teesside PM Plans,11/06/2018 07:45,11/06/2018 06:45,11/06/2018 15:04,8.314166667,1
461157649,WT16,unclassified,TWL16B Teesside PM Plans,03/05/2018 08:30,03/05/2018 08:05,03/05/2018 15:43,7.628611111,1
472708789,WT23,other_parts,TWL23C TEESSIDE RETRO 481 PCW TOP COVER,22/03/2016 15:45,22/03/2016 08:50,22/03/2016 16:19,7.473333333,1
472708812,WT23,other_parts,TWL23C TEESSIDE RETRO 153 FAN CABLE A6,23/03/2016 13:00,22/03/2016 08:50,23/03/2016 16:26,14.81027778,2
472926586,WT01,electrical,TWL1A VD SENSOR FAULT,12/01/2016 12:00,12/01/2016 08:31,12/01/2016 15:29,6.965,1
472932420,WT01,unclassified,WTG1A RTF - 15006 - G2 SAFETY,05/04/2016 09:00,26/03/2016 11:05,29/03/2016 10:23,71.29972222,1
472932423,WT02,unclassified,WTG2A RTF - 15006 - G2 SAFETY,05/04/2016 09:00,01/04/2016 08:56,04/04/2016 15:26,13.23888889,2
472933144,WT04,unclassified,WTG4A RTF - 15086 - DEF 230VAC VDC,01/04/2016 09:30,01/04/2016 09:27,01/04/2016 14:46,5.327222222,1
472933145,WT05,unclassified,WTG5A RTF - 15086 - DEF 230VAC VDC,28/06/2016 11:00,28/06/2016 07:34,28/06/2016 14:49,7.253888889,1
472933146,WT06,unclassified,WTG6A RTF - 15086 - DEF 230VAC VDC,31/03/2016 10:30,31/03/2016 07:52,31/03/2016 15:02,7.156666667,1
472933147,WT07,unclassified,WTG7A RTF - 15086 - DEF 230VAC VDC,19/04/2016 15:30,15/04/2016 07:54,18/04/2016 16:22,80.46888889,1
472933148,WT08,unclassified,WTG8A RTF - 15086 - DEF 230VAC VDC,02/03/2016 11:00,27/02/2016 09:36,02/03/2016 15:38,102.0333333,1
472933151,WT09,unclassified,WTG9A RTF - 15086 - DEF 230VAC VDC,19/04/2016 09:00,19/04/2016 07:48,19/04/2016 15:15,7.450833333,1
472933152,WT10,unclassified,WTG10B TEESSIDE RETRO 676 DEFECT 230VAC,21/01/2016 10:00,21/01/2016 08:49,21/01/2016 14:33,5.746388889,1
472933153,WT11,unclassified,WTG11B TEESSIDE RETRO 676 DEFECT 230VAC,31/01/2016 09:30,31/01/2016 08:46,31/01/2016 13:54,5.1275,1
472933154,WT12,unclassified,WTG12B TEESSIDE RETRO 676 DEFECT 230VAC,31/01/2016 11:30,31/01/2016 08:55,31/01/2016 14:01,5.102222222,1
472933159,WT13,unclassified,WTG13B TEESSIDE RETRO 676 DEFECT 230VAC,09/02/2016 13:30,09/02/2016 08:27,09/02/2016 14:14,5.785277778,1
472933220,WT14,unclassified,WTG14B TEESSIDE RETRO 676 DEFECT 230VAC,17/02/2016 13:30,17/02/2016 10:38,17/02/2016 17:24,6.759722222,1
472933222,WT15,unclassified,WTG15B TEESSIDE RETRO 676 DEFECT 230VAC,18/01/2016 12:00,17/01/2016 01:59,18/01/2016 15:53,36.53833333,2
472933223,WT16,unclassified,WTG16B RTF - 15086 - DEF 230VAC VDC,05/05/2016 12:00,05/05/2016 08:29,05/05/2016 15:12,6.715277778,1
472933224,WT17,unclassified,WTG17B RTF - 15086 - DEF 230VAC VDC,14/07/2016 08:00,14/07/2016 07:31,14/07/2016 15:18,7.792222222,1
472933226,WT18,unclassified,WTG18B RTF - 15086 - DEF 230VAC VDC,22/06/2016 15:00,22/06/2016 09:04,22/06/2016 14:54,5.832222222,1
472933228,WT20,unclassified,WTG20C TEESSIDE RETRO 676 DEFECT 230VAC,27/01/2016 10:00,26/01/2016 13:14,27/01/2016 08:42,19.46277778,1
472933252,WT22,unclassified,WTG22C RTF - 15086 - DEF 230VAC VDC,22/02/2016 10:30,22/02/2016 09:34,22/02/2016 14:55,5.341111111,1
472933254,WT23,unclassified,WTG23C RTF - 15086 - DEF 230VAC VDC,22/03/2016 15:15,22/03/2016 08:50,22/03/2016 16:19,7.473333333,1
472933259,WT25,unclassified,WTG25C TEESSIDE RETRO 676 DEFECT 230VAC,21/01/2016 12:00,15/01/2016 18:29,21/01/2016 14:12,12.74194444,2
472933281,WT26,unclassified,WTG26C RTF - 15086 - DEF 230VAC VDC,14/03/2016 12:00,13/03/2016 11:40,14/03/2016 16:44,28.94305555,2
472933283,WT27,unclassified,WTG27C TEESSIDE RETRO 676 DEFECT 230VAC,19/02/2016 10:45,19/02/2016 08:28,19/02/2016 13:53,5.4075,1
472933881,WT02,electrical,WTG2A RTF - 15047 - MAIN BREAK TRIP,14/07/2016 14:00,14/07/2016 09:12,14/07/2016 16:18,7.084444444,1
472933885,WT04,electrical,WTG4A RTF - 15047 - MAIN BREAK TRIP,15/07/2016 12:00,15/07/2016 07:02,15/07/2016 14:18,7.264722222,1
472934004,WT05,electrical,WTG5A RTF - 15047 - MAIN BREAK TRIP,28/07/2016 14:00,28/07/2016 07:02,28/07/2016 14:33,7.511944444,1
472934006,WT06,electrical,WTG6A RTF - 15047 - MAIN BREAK TRIP,29/07/2016 08:00,28/07/2016 07:03,28/07/2016 14:37,7.5675,1
472934009,WT07,electrical,WTG7A RTF - 15047 - MAIN BREAK TRIP,28/07/2016 11:00,28/07/2016 07:03,28/07/2016 14:37,7.564722222,1
472934014,WT09,electrical,WTG9A RTF - 15047 - MAIN BREAK TRIP,28/07/2016 08:00,28/07/2016 07:03,28/07/2016 14:52,7.814444444,1
472934047,WT10,electrical,WTG10B RTF - 15047 - MAIN BREAK TRIP,22/07/2016 10:00,22/07/2016 08:42,22/07/2016 15:57,7.242777778,1
472934496,WT11,electrical,WTG11B RTF - 15047 - MAIN BREAK TRIP,22/07/2016 12:30,22/07/2016 08:44,22/07/2016 15:12,6.465555556,1
472934535,WT15,electrical,WTG15B RTF - 15047 - MAIN BREAK TRIP,19/07/2016 10:00,19/07/2016 07:14,19/07/2016 15:12,7.961666667,1
472934539,WT16,electrical,WTG16B RTF - 15047 - MAIN BREAK TRIP,19/07/2016 14:00,19/07/2016 07:17,19/07/2016 14:47,7.500833333,1
472934654,WT19,electrical,WTG19C RTF - 15047 - MAIN BREAK TRIP,27/07/2016 14:30,27/07/2016 07:28,27/07/2016 15:18,7.831111111,1
472934658,WT21,electrical,WTG21C RTF - 15047 - MAIN BREAK TRIP,27/07/2016 11:30,27/07/2016 07:29,27/07/2016 15:21,7.875555556,1
472934662,WT23,electrical,WTG23C RTF - 15047 - MAIN BREAK TRIP,27/07/2016 08:00,27/07/2016 07:29,27/07/2016 15:22,7.886666667,1
472934712,WT27,unclassified,WTG27C TEESSIDE RETRO 153 24V IN A6 CONT,19/02/2016 09:15,19/02/2016 08:28,19/02/2016 13:53,5.4075,1
472934713,WT26,unclassified,WTG26C TEESSIDE RETRO 153 24V IN A6 CONT,15/03/2016 11:30,13/03/2016 11:40,14/03/2016 16:44,28.94305555,2
472934716,WT25,unclassified,WTG25C TEESSIDE RETRO 153 24V IN A6 CONT,21/01/2016 09:30,15/01/2016 18:29,21/01/2016 14:12,12.74194444,2
472934719,WT24,unclassified,WTG24C TEESSIDE RETRO 153 24V IN A6 CONT,31/03/2016 12:00,30/03/2016 08:04,31/03/2016 14:50,15.10194445,2
472934741,WT22,unclassified,WTG22C TEESSIDE RETRO 153 24V IN A6 CONT,22/02/2016 11:45,22/02/2016 09:34,22/02/2016 14:55,5.341111111,1
472934744,WT20,unclassified,WTG20C TEESSIDE RETRO 153 24V IN A6 CONT,08/02/2016 11:00,08/02/2016 08:24,08/02/2016 13:46,5.374444444,1
472934748,WT18,unclassified,WTG18B TEESSIDE RETRO 153 24V IN A6 CONT,23/06/2016 08:00,22/06/2016 09:04,22/06/2016 14:54,5.832222222,1
472934762,WT17,unclassified,WTG17B TEESSIDE RETRO 153 24V IN A6 CONT,14/07/2016 13:00,14/07/2016 07:31,14/07/2016 15:18,7.792222222,1
472934764,WT16,unclassified,WTG16B TEESSIDE RETRO 153 24V IN A6 CONT,16/05/2016 14:00,16/05/2016 09:49,16/05/2016 15:12,5.382777778,1
472934767,WT15,unclassified,WTG15B TEESSIDE RETRO 153 24V IN A6 CONT,18/01/2016 15:00,17/01/2016 01:59,18/01/2016 15:53,36.53833333,2
472934770,WT13,unclassified,WTG13B TEESSIDE RETRO 153 24V IN A6 CONT,09/02/2016 08:30,09/02/2016 08:27,09/02/2016 14:14,5.785277778,1
472934771,WT12,unclassified,WTG12B TEESSIDE RETRO 153 24V IN A6 CONT,31/01/2016 09:30,31/01/2016 08:55,31/01/2016 14:01,5.102222222,1
472934774,WT11,unclassified,WTG11B TEESSIDE RETRO 153 24V IN A6 CONT,31/01/2016 11:00,31/01/2016 08:46,31/01/2016 13:54,5.1275,1
472934775,WT10,unclassified,WTG10B TEESSIDE RETRO 153 24V IN A6 CONT,21/01/2016 13:00,21/01/2016 08:49,21/01/2016 14:33,5.746388889,1
472934776,WT09,unclassified,WTG9A TEESSIDE RETRO 153 24V IN A6 CONT,19/04/2016 10:30,19/04/2016 07:48,19/04/2016 15:15,7.450833333,1
472934779,WT08,unclassified,WTG8A TEESSIDE RETRO 153 24V IN A6 CONT,01/03/2016 13:30,27/02/2016 09:36,02/03/2016 15:38,102.0333333,1
472934790,WT07,unclassified,WTG7A TEESSIDE RETRO 153 24V IN A6 CONT,15/04/2016 12:00,15/04/2016 07:54,18/04/2016 16:22,80.46888889,1
472934792,WT06,unclassified,WTG6A TEESSIDE RETRO 153 24V IN A6 CONT,31/03/2016 13:30,31/03/2016 07:52,31/03/2016 15:02,7.156666667,1
472934798,WT05,unclassified,WTG5A TEESSIDE RETRO 153 24V IN A6 CONT,29/06/2016 16:00,28/06/2016 07:34,29/06/2016 14:45,14.75472222,2
472934799,WT04,unclassified,WTG4A TEESSIDE RETRO 153 24V IN A6 CONT,01/04/2016 12:30,01/04/2016 09:27,01/04/2016 14:46,5.327222222,1
472934833,WT01,unclassified,WTG1A TEESSIDE RETRO 153 24V IN A6 CONT,12/01/2016 13:00,12/01/2016 08:31,12/01/2016 15:29,6.965,1
472935646,WT02,other_parts,02A REPLACE 69V MOTOR HYDROLIC STATION,08/01/2016 13:00,01/01/2016 15:36,09/01/2016 10:29,186.8966667,1
472935658,WT17,unclassified,WTG17B TOP UP ACCUMULATOR,11/01/2016 13:00,11/01/2016 09:46,11/01/2016 14:55,5.155,1
472935714,WT12,unclassified,WTG12 FAULT FIND 1004 ERROR,08/01/2016 10:30,01/01/2016 19:43,08/01/2016 11:14,155.5191667,2
472935836,WT02,other_parts,02A TOP UP COOLENT PRESSURE,06/04/2016 11:00,01/04/2016 08:56,04/04/2016 15:26,13.23888889,2
472935966,WT27,lift,WTG27C TEESSIDE RETRO 481 LIFT PRO STRIP,19/02/2016 10:15,19/02/2016 08:28,19/02/2016 13:53,5.4075,1
472935983,WT26,lift,WTG26C TEESSIDE RETRO 481 LIFT PRO STRIP,15/03/2016 10:00,13/03/2016 11:40,14/03/2016 16:44,28.94305555,2
472935988,WT25,lift,WTG25C TEESSIDE RETRO 481 LIFT PRO STRIP,21/01/2016 12:30,15/01/2016 18:29,21/01/2016 14:12,12.74194444,2
472935995,WT22,lift,WTG22C TEESSIDE RETRO 481 LIFT PRO STRIP,22/02/2016 10:00,22/02/2016 09:34,22/02/2016 14:55,5.341111111,1
472935998,WT01,lift,WTG1A TEESSIDE RETRO 481 LIFT PRO STRIP,12/01/2016 10:00,12/01/2016 08:31,12/01/2016 15:29,6.965,1
472936010,WT02,lift,WTG2A TEESSIDE RETRO 481 LIFT PRO STRIP,05/04/2016 13:00,01/04/2016 08:56,04/04/2016 15:26,13.23888889,2
472936012,WT03,lift,WTG3A TEESSIDE RETRO 481 LIFT PRO STRIP,15/09/2016 15:15,15/09/2016 08:05,15/09/2016 15:37,7.520277778,1
472936013,WT04,lift,WTG4A TEESSIDE RETRO 481 LIFT PRO STRIP,01/04/2016 10:00,01/04/2016 09:27,01/04/2016 14:46,5.327222222,1
472936018,WT05,lift,WTG5A TEESSIDE RETRO 481 LIFT PRO STRIP,28/06/2016 12:00,28/06/2016 07:34,28/06/2016 14:49,7.253888889,1
472936019,WT06,lift,WTG6A TEESSIDE RETRO 481 LIFT PRO STRIP,31/03/2016 08:00,31/03/2016 07:52,31/03/2016 15:02,7.156666667,1
472936031,WT07,lift,WTG7A TEESSIDE RETRO 481 LIFT PRO STRIP,19/04/2016 12:30,15/04/2016 07:54,18/04/2016 16:22,80.46888889,1
472936033,WT08,lift,WTG8A TEESSIDE RETRO 481 LIFT PRO STRIP,02/03/2016 12:00,27/02/2016 09:36,02/03/2016 15:38,102.0333333,1
472936034,WT09,lift,WTG9A TEESSIDE RETRO 481 LIFT PRO STRIP,28/04/2016 15:00,21/04/2016 07:35,28/04/2016 15:54,13.64388889,2
472936039,WT12,lift,WTG12B TEESSIDE RETRO 481 LIFT PRO STRIP,31/01/2016 12:00,31/01/2016 08:55,31/01/2016 14:01,5.102222222,1
472936045,WT14,lift,WTG14B TEESSIDE RETRO 481 LIFT PRO STRIP,17/02/2016 12:30,17/02/2016 10:38,17/02/2016 17:24,6.759722222,1
472936046,WT15,lift,WTG15B TEESSIDE RETRO 481 LIFT PRO STRIP,18/01/2016 11:00,17/01/2016 01:59,18/01/2016 15:53,36.53833333,2
472936048,WT16,lift,WTG16B TEESSIDE RETRO 481 LIFT PRO STRIP,05/05/2016 13:00,05/05/2016 08:29,05/05/2016 15:12,6.715277778,1
472936060,WT17,lift,WTG17B TEESSIDE RETRO 481 LIFT PRO STRIP,22/07/2016 16:00,18/07/2016 07:00,22/07/2016 15:03,12.09222222,2
472936062,WT18,lift,WTG18B TEESSIDE RETRO 481 LIFT PRO STRIP,22/06/2016 13:00,22/06/2016 09:04,22/06/2016 14:54,5.832222222,1
472936063,WT19,lift,WTG19C TEESSIDE RETRO 481 LIFT PRO STRIP,29/04/2016 12:00,28/04/2016 15:59,29/04/2016 14:31,22.54138889,1
472936066,WT20,lift,WTG20C TEESSIDE RETRO 481 LIFT PRO STRIP,27/01/2016 10:30,26/01/2016 13:14,27/01/2016 08:42,19.46277778,1
472936067,WT21,lift,WTG21C TEESSIDE RETRO 481 LIFT PRO STRIP,08/09/2016 13:00,07/09/2016 21:48,08/09/2016 14:58,17.16416667,1
472936093,WT01,lift,WTG1A TEESSIDE RETRO 591 CHAIN HOIST BUC,12/01/2016 14:00,12/01/2016 08:31,12/01/2016 15:29,6.965,1
472936095,WT03,lift,WTG3A TEESSIDE RETRO 591 CHAIN HOIST BUC,15/09/2016 14:30,15/09/2016 08:05,15/09/2016 15:37,7.520277778,1
472936096,WT04,lift,WTG4A TEESSIDE RETRO 591 CHAIN HOIST BUC,01/04/2016 13:30,01/04/2016 09:27,01/04/2016 14:46,5.327222222,1
472936097,WT05,lift,WTG5A TEESSIDE RETRO 591 CHAIN HOIST BUC,29/06/2016 15:00,28/06/2016 07:34,29/06/2016 14:45,14.75472222,2
472936098,WT06,lift,WTG6A TEESSIDE RETRO 591 CHAIN HOIST BUC,31/03/2016 12:30,31/03/2016 07:52,31/03/2016 15:02,7.156666667,1
472936099,WT07,lift,WTG7A TEESSIDE RETRO 591 CHAIN HOIST BUC,19/04/2016 10:00,15/04/2016 07:54,18/04/2016 16:22,80.46888889,1
472936110,WT08,lift,WTG8A TEESSIDE RETRO 591 CHAIN HOIST BUC,01/03/2016 12:30,27/02/2016 09:36,02/03/2016 15:38,102.0333333,1
472936113,WT09,lift,WTG9A TEESSIDE RETRO 591 CHAIN HOIST BUC,19/04/2016 13:30,19/04/2016 07:48,19/04/2016 15:15,7.450833333,1
472936114,WT10,lift,WTG10B TEESSIDE RETRO 591 CHAIN HOIST BU,21/01/2016 12:00,21/01/2016 08:49,21/01/2016 14:33,5.746388889,1
472936115,WT11,lift,WTG11B TEESSIDE RETRO 591 CHAIN HOIST BU,31/01/2016 10:00,31/01/2016 08:46,31/01/2016 13:54,5.1275,1
472936117,WT13,lift,WTG13B TEESSIDE RETRO 591 CHAIN HOIST BU,09/02/2016 12:00,09/02/2016 08:27,09/02/2016 14:14,5.785277778,1
472936118,WT14,lift,WTG14B TEESSIDE RETRO 591 CHAIN HOIST BU,17/02/2016 11:30,17/02/2016 10:38,17/02/2016 17:24,6.759722222,1
472936130,WT15,lift,WTG15B TEESSIDE RETRO 591 CHAIN HOIST BU,18/01/2016 10:00,17/01/2016 01:59,18/01/2016 15:53,36.53833333,2
472936131,WT16,lift,WTG16B TEESSIDE RETRO 591 CHAIN HOIST BU,16/05/2016 12:00,16/05/2016 09:49,16/05/2016 15:12,5.382777778,1
472936132,WT17,lift,WTG17B TEESSIDE RETRO 591 CHAIN HOIST BU,14/07/2016 12:00,14/07/2016 07:31,14/07/2016 15:18,7.792222222,1
472936134,WT18,lift,WTG18B TEESSIDE RETRO 591 CHAIN HOIST BU,23/06/2016 11:00,22/06/2016 09:04,22/06/2016 14:54,5.832222222,1
472936135,WT19,lift,WTG19C TEESSIDE RETRO 591 CHAIN HOIST BU,03/05/2016 13:45,28/04/2016 15:59,03/05/2016 16:02,31.24722222,2
472936136,WT20,lift,WTG20C TEESSIDE RETRO 591 CHAIN HOIST BU,27/01/2016 11:30,26/01/2016 13:14,27/01/2016 08:42,19.46277778,1
472936138,WT02,lift,WTG2A TEESSIDE RETRO 591 CHAIN HOIST BUC,05/04/2016 10:30,01/04/2016 08:56,04/04/2016 15:26,13.23888889,2
472936139,WT22,lift,WTG22C TEESSIDE RETRO 591 CHAIN HOIST BU,22/02/2016 12:30,22/02/2016 09:34,22/02/2016 14:55,5.341111111,1
472936140,WT23,lift,WTG23C TEESSIDE RETRO 591 CHAIN HOIST BU,23/03/2016 11:00,22/03/2016 08:50,23/03/2016 16:26,14.81027778,2
472936143,WT25,lift,WTG25C TEESSIDE RETRO 591 CHAIN HOIST BU,21/01/2016 11:00,15/01/2016 18:29,21/01/2016 14:12,12.74194444,2
472936144,WT26,lift,WTG26C TEESSIDE RETRO 591 CHAIN HOIST BU,15/03/2016 13:00,13/03/2016 11:40,14/03/2016 16:44,28.94305555,2
