OrderNum,WT,LabelledComponent,OrderDescription,WorkOrderStartDatetime,DowntimeStartDatetime,DowntimeEndDatetime,SCADADowntimeTotal,SCADADowntimeCount
473341008,WT27,nacelle,WTG27C RTF-15111-01-INSTALL HUB MIC,22/12/2017 08:45,22/12/2017 08:44,22/12/2017 14:06,5.363333333,1
473341217,WT14,converter,TWL14B FAULT FIND CONVERTER,26/08/2017 14:30,18/08/2017 13:47,27/08/2017 11:35,212.545,2
473341263,WT14,converter,WTG14B REPLACE NO 3 CONVERTER,26/08/2017 14:30,18/08/2017 13:47,27/08/2017 11:35,212.545,2
473342268,WT23,nacelle,WTG23C PSSR INSPECTION OF HUB,30/08/2017 12:00,30/08/2017 06:58,30/08/2017 14:39,7.6925,1
473342270,WT23,lift,WTG23C PSSR INSPECTION OF CRANE AND BRAK,30/08/2017 10:15,30/08/2017 06:58,30/08/2017 14:39,7.6925,1
473343435,WT08,other_parts,WTG08A WORK ON LIGHTS,30/08/2017 15:30,25/08/2017 07:10,30/08/2017 15:18,22.97166667,3
473343788,WT24,nacelle,WTG24C INSPECTION OF HUB PSSR,01/09/2017 08:00,31/08/2017 12:15,01/09/2017 11:53,23.63527778,1
473343818,WT23,unclassified,WTG23C REPLACE BUS BARS IN A4,30/08/2017 14:45,30/08/2017 06:58,30/08/2017 14:39,7.6925,1
473343820,WT25,nacelle,WTG25C INSPECTION OF HUB PSSR,02/09/2017 11:30,02/09/2017 07:17,02/09/2017 12:58,5.676944444,1
473343901,WT25,lift,WTG25C PSSR INSPECTION FOR CRANE,02/09/2017 10:15,02/09/2017 07:17,02/09/2017 12:58,5.676944444,1
473343902,WT26,lift,WTG26C PSSR INSPECTION FOR CRANE,04/09/2017 11:00,04/09/2017 07:27,04/09/2017 16:09,8.714166667,1
473343903,WT26,nacelle,WTG26C INSPECTION OF HUB PSSR,04/09/2017 11:30,04/09/2017 07:27,04/09/2017 16:09,8.714166667,1
473345195,WT24,other_parts,WTG24C COOLANT MOTOR VALVE OP CHECK,01/09/2017 12:30,31/08/2017 12:15,01/09/2017 11:53,23.63527778,1
473346407,WT26,converter,WTG26C WORK IN A6 - HUB MODULE,04/09/2017 14:00,04/09/2017 07:27,04/09/2017 16:09,8.714166667,1
473346541,WT19,other_parts,WTG19C WORK ON LIGHTS,05/09/2017 13:45,05/09/2017 07:25,05/09/2017 14:20,6.9125,1
473346542,WT19,other_parts,WTG19C SNAGGING 2017,05/09/2017 13:15,05/09/2017 07:25,05/09/2017 14:20,6.9125,1
473346651,WT03,lift,WTG03A REPLACE LIFT BUCKET,05/09/2017 14:45,04/09/2017 07:10,05/09/2017 12:23,13.32222222,2
473348045,WT04,nacelle,WTG04A PSSR INSPECTION OF HUB,12/09/2017 13:00,12/09/2017 10:04,12/09/2017 17:42,7.636944444,1
473348046,WT04,lift,WTG04A PSSR INSPECTION OF CRANE AND BRAK,12/09/2017 10:45,12/09/2017 10:04,12/09/2017 17:42,7.636944444,1
473349370,WT03,electrical,WTG 03A FAULT FIND VD SENSOR,08/09/2017 12:15,04/09/2017 07:10,08/09/2017 13:07,32.59916667,5
473351143,WT04,unclassified,WTG 04A REPLACE BACK UP BATTERY IN A3,12/09/2017 14:15,12/09/2017 10:04,12/09/2017 17:42,7.636944444,1
473355623,WT17,gearbox,17B RTF-16112-YAW GEAR PINION CHECK,20/09/2017 14:45,20/09/2017 07:48,20/09/2017 13:57,6.148888889,1
473355630,WT13,blade,WTG13B EXTERNAL INSPECTION OF BLADES,26/09/2017 11:00,20/09/2017 07:15,25/09/2017 15:29,26.12777778,4
473355681,WT14,blade,WTG14B EXTERNAL INSPECTION OF BLADES,26/09/2017 14:00,19/09/2017 06:56,22/09/2017 14:18,27.98805556,4
473355917,WT14,unclassified,WTG14B UPS FAULT,19/09/2017 08:00,19/09/2017 06:56,19/09/2017 14:55,7.975555556,1
473356767,WT17,unclassified,RTF-16104-TEST OF SERVICE SOCKETS,20/09/2017 13:30,20/09/2017 07:48,20/09/2017 13:57,6.148888889,1
473358260,WT21,converter,WTG 21C FAULT FIND CONVERTER PROBLEMS,23/09/2017 08:45,22/09/2017 15:26,23/09/2017 08:34,17.12277778,1
473358300,WT13,lift,WTG13B REPLACE LIFT DOOR,22/09/2017 15:00,20/09/2017 07:15,22/09/2017 14:35,18.65194445,3
473358375,WT14,lift,WTG14B REPLACE LIFT BUCKET,22/09/2017 14:30,19/09/2017 06:56,22/09/2017 14:18,27.98805556,4
473358482,WT21,other_parts,WTG 21C TOP UP COOLENT PRESSURE,23/09/2017 11:45,22/09/2017 15:26,23/09/2017 08:34,17.12277778,1
473358843,WT13,other_parts,WTG13B WORK ON LIGHTS AND FITTINGS,25/09/2017 15:45,20/09/2017 07:15,25/09/2017 15:29,26.12777778,4
473358844,WT13,yaw,WTG13B REPAIR YAW LEAK,25/09/2017 14:30,20/09/2017 07:15,25/09/2017 15:29,26.12777778,4
473359803,WT26,other_parts,"WTG26C FAULT FIND BLAD A,B,C VALVE ERROR",26/09/2017 08:30,25/09/2017 13:50,26/09/2017 11:56,22.09194444,1
473360982,WT21,lift,WTG21C REPLACE LIFT DOOR HANDLE,28/09/2017 17:00,22/09/2017 15:26,28/09/2017 16:34,47.00944445,5
473361425,WT04,unclassified,WTG04A RTF-16039-UPDATE G2 SAFETY SYSTEM,28/09/2017 08:30,26/09/2017 07:17,28/09/2017 14:22,20.745,3
473361428,WT04,other_parts,WTG04A WORK IN A3 - REPLACE FAN,28/09/2017 11:30,26/09/2017 07:17,28/09/2017 14:22,20.745,3
473361429,WT21,other_parts,WTG21C SNAGGING 2017,28/09/2017 17:15,22/09/2017 15:26,28/09/2017 16:34,47.00944445,5
473362043,WT21,unclassified,WTG21C INVESTIGATE CONTROLLER FAULT,28/09/2017 17:00,22/09/2017 15:26,28/09/2017 16:34,47.00944445,5
473372844,WT02,other_parts,WTG 02A FAULT FIND HIGH OIL TEMP,17/10/2017 14:30,16/10/2017 18:25,17/10/2017 16:39,22.23083333,1
473372847,WT02,gearbox,WTG 02A WORK ON GEAR OIL PUMP,17/10/2017 15:30,16/10/2017 18:25,17/10/2017 16:39,22.23083333,1
473378120,WT22,other_parts,WTG26C VALVE 35,27/10/2017 08:00,27/10/2017 07:34,27/10/2017 14:45,7.195555556,1
473378274,WT22,lift,WTG22C PSSR INSPECTION FOR BRAKE & CRANE,27/10/2017 09:30,27/10/2017 07:34,27/10/2017 14:45,7.195555556,1
473378980,WT22,other_parts,WTG22C SNAGGING 2017,27/10/2017 11:30,27/10/2017 07:34,27/10/2017 14:45,7.195555556,1
473379511,WT02,unclassified,WTG02A UPS BYPASS ERROR,31/10/2017 10:15,29/10/2017 18:31,01/11/2017 16:28,69.96166667,1
473380888,WT02,other_parts,WTG2A HYD OIL LEVEL ERROR,31/10/2017 13:45,29/10/2017 18:31,01/11/2017 16:28,69.96166667,1
473380954,WT02,gearbox,WTG2A HIGH GEAR OIL TEMP,01/11/2017 15:00,29/10/2017 18:31,01/11/2017 16:28,69.96166667,1
473381190,WT10,other_parts,WTG10B REPLACE COOLER MOTOR POWER CABLE,03/11/2017 14:00,03/11/2017 08:32,03/11/2017 14:36,6.062777778,1
473384794,WT08,other_parts,WTG 08A FAULT FIND TOR FAN,07/11/2017 09:00,07/11/2017 00:43,07/11/2017 15:11,14.46305556,1
473390242,WT02,other_parts,WTG02A COOLANT TOP UP,06/02/2018 11:30,06/02/2018 08:14,06/02/2018 15:28,7.245555556,1
473390250,WT05,other_parts,WTG05A REPLACE COOLANT MOTOR CABLE,21/11/2017 14:30,21/11/2017 07:56,21/11/2017 17:18,9.363333333,1
473392594,WT14,other_parts,WTG14B REPLACE COOLENT MOTOR HOSE,24/11/2017 15:30,24/11/2017 08:18,24/11/2017 18:12,9.901944444,1
473393786,WT05,unclassified,WTG05A MACHINE SHOE INSPECTION,21/11/2017 13:30,21/11/2017 07:56,21/11/2017 17:18,9.363333333,1
473394259,WT05,generator,WTG 05A CARRY OUT GENERATER ALIGNMENT,21/11/2017 12:30,21/11/2017 07:56,21/11/2017 17:18,9.363333333,1
473395990,WT14,other_parts,WTG14B COOLANT TOP UP,24/11/2017 17:30,24/11/2017 08:18,24/11/2017 18:12,9.901944444,1
473396144,WT05,unclassified,WTG05A ASSIST CUSTOMER WITH COUPON FRAME,24/11/2017 08:00,21/11/2017 07:56,21/11/2017 17:18,9.363333333,1
473400324,WT09,yaw,WTG 09A FAULT FIND YAW ERRORS,02/12/2017 10:00,01/12/2017 06:12,02/12/2017 16:24,34.20861111,1
473402293,WT09,other_parts,WTG09A COOLENT TOP UP,02/12/2017 15:00,01/12/2017 06:12,02/12/2017 16:24,34.20861111,1
473402990,WT15,other_parts,WTG15B REPLACE MOTOR VALVE CABLE,12/01/2018 11:00,12/01/2018 09:04,12/01/2018 16:28,7.3925,1
473403594,WT20,other_parts,WTG20C REPLACE MOTOR VALVE CABLE,25/01/2018 11:00,25/01/2018 07:56,25/01/2018 14:30,6.565277778,1
473412838,WT04,other_parts,WTG04A REPLACE MOTOR VALVE CABLE,02/07/2018 14:30,28/06/2018 20:22,02/07/2018 15:36,88.70555555,2
473413095,WT20,yaw,WTG 20C REPLACE YAW MOTOR 3,18/12/2017 17:00,18/12/2017 08:45,18/12/2017 17:47,9.030277778,1
473414241,WT10,unclassified,WTG10B BACKUP BATTERY ERROR,21/12/2017 12:00,21/12/2017 08:18,21/12/2017 16:39,8.341944444,1
473414245,WT10,other_parts,WTG10B COOLANT TOP UP,21/12/2017 14:15,21/12/2017 08:18,21/12/2017 16:39,8.341944444,1
473414701,WT27,unclassified,WTG27C REPLACE BATTERY BACK UP,22/12/2017 11:00,22/12/2017 08:44,22/12/2017 14:06,5.363333333,1
473414703,WT27,other_parts,WTG27C COOLANT TOP UP,22/12/2017 14:00,22/12/2017 08:44,22/12/2017 14:06,5.363333333,1
473414704,WT27,other_parts,WTG27C REPLACE MOTOR VALVE CABLE,22/12/2017 12:00,22/12/2017 08:44,22/12/2017 14:06,5.363333333,1
473416179,WT12,other_parts,WTG12B REPLACE MOTOR VALVE CABLE,12/01/2018 12:00,12/01/2018 08:33,12/01/2018 17:06,8.538888889,1
473416180,WT12,other_parts,WTG12B COOLANT TOP UP,12/01/2018 16:30,12/01/2018 08:33,12/01/2018 17:06,8.538888889,1
473419573,WT22,other_parts,WTG22C COOLANT TOP UP,02/01/2018 15:30,02/01/2018 08:40,02/01/2018 15:57,7.281388889,1
473423115,WT03,other_parts,WTG03A COOLANT TOP UP,11/01/2018 10:00,11/01/2018 07:55,11/01/2018 14:26,6.515277778,1
473423118,WT03,other_parts,WTG03A REPLACE MOTOR VALVE CABLE,11/01/2018 11:00,11/01/2018 07:55,11/01/2018 14:26,6.515277778,1
473424785,WT03,other_parts,WTG 03A OIL SAMPLES TO BE TAKING FROM G/,11/01/2018 14:30,11/01/2018 07:55,11/01/2018 14:26,6.515277778,1
473425409,WT12,unclassified,WTG 12B FAULT FIND ACCUMILATER ERROR,12/01/2018 08:45,12/01/2018 08:33,12/01/2018 17:06,8.538888889,1
473425496,WT15,other_parts,WRG 15B REPLACECOOLENT PRESSURE VALVE,12/01/2018 14:00,12/01/2018 09:04,12/01/2018 16:28,7.3925,1
473425498,WT15,gearbox,WTG 15B TAKE OIL SAMPLES G/BOX AND HYDRO,12/01/2018 10:30,12/01/2018 09:04,12/01/2018 16:28,7.3925,1
473425499,WT14,unclassified,WTG 14B REMOVE TOOLS DUE TO FAULTED CRAN,12/01/2018 07:45,10/01/2018 09:28,10/01/2018 14:47,5.318888889,1
473425864,WT12,unclassified,WTG 12B BACK UP BATTERY ERROR,12/01/2018 10:30,12/01/2018 08:33,12/01/2018 17:06,8.538888889,1
473426285,WT25,other_parts,WTG 25 REPLACE MOTOR VALVE CABLE,19/01/2018 10:45,19/01/2018 08:00,19/01/2018 13:13,5.207777778,1
473428174,WT25,other_parts,WTG25C COOLANT TOP UP,19/01/2018 12:15,19/01/2018 08:00,19/01/2018 13:13,5.207777778,1
473428175,WT25,other_parts,WTG25C SNAGGING 2018,19/01/2018 10:30,19/01/2018 08:00,19/01/2018 13:13,5.207777778,1
473428307,WT16,other_parts,WTG16B REPLACE MOTOR VALVE CABLE,16/07/2018 08:45,16/07/2018 08:15,16/07/2018 15:15,7.004166667,1
473430564,WT20,yaw,WTG20C REPLACE YAW MOTOR WITH RESOLVER,25/01/2018 08:00,25/01/2018 07:56,25/01/2018 14:30,6.565277778,1
473433574,WT20,yaw,WTG 20C CHECK YAW SKIRT,25/01/2018 13:30,25/01/2018 07:56,25/01/2018 14:30,6.565277778,1
473433578,WT20,other_parts,WTG 20C COOLENT TOP UP,25/01/2018 14:30,25/01/2018 07:56,25/01/2018 14:30,6.565277778,1
473435289,WT02,generator,WTG 02A REPLACE GENERATER HEATING ELIMEN,06/02/2018 12:45,06/02/2018 08:14,06/02/2018 15:28,7.245555556,1
473436318,WT07,other_parts,WTG 07A REPLACE COOLENT MOTOR CABLE,08/02/2018 13:45,08/02/2018 09:13,08/02/2018 16:44,7.503611111,1
473436320,WT08,other_parts,WTG 08A REPLACE COOLENT MOTOR CABLE,12/02/2018 11:00,11/02/2018 03:10,12/02/2018 11:42,32.53222222,1
473436402,WT08,other_parts,WTG 08A COOLENT TOP UP,12/02/2018 13:00,11/02/2018 03:10,12/02/2018 11:42,32.53222222,1
473443481,WT21,unclassified,WTG 21 FAULT FIND YAE ERRORS,10/02/2018 08:00,09/02/2018 12:48,10/02/2018 11:13,22.41388889,1
473443482,WT21,yaw,WTG 21 WORK ON YAW MOTORS,28/06/2018 09:00,28/06/2018 08:00,28/06/2018 14:37,6.6125,1
473443525,WT08,unclassified,WTG 08A INVESTIGATE EMERGENCY STOP,12/02/2018 09:30,11/02/2018 03:10,12/02/2018 11:42,32.53222222,1
473447485,WT26,other_parts,WTG26C SNAGGING 2018,27/06/2018 08:45,27/06/2018 07:47,27/06/2018 14:48,7.023333333,1
473450628,WT22,other_parts,WTG 22C FAULT FIND TOR FAN,22/02/2018 07:45,19/02/2018 07:45,21/02/2018 13:09,10.84777778,2
473451816,WT22,gearbox,WTG 22C WORK IN THE A21 PANEL,23/02/2018 07:45,19/02/2018 07:45,22/02/2018 16:59,19.9975,3
473457805,WT14,electrical,WTG14B NO COMMS TO TURBINE,05/03/2018 13:00,02/03/2018 01:40,07/03/2018 14:46,133.0997222,1
473460222,WT13,yaw,WTG13B REPLACE YAW GEAR,27/06/2018 08:30,20/06/2018 07:24,27/06/2018 14:58,66.01388889,4
473461402,WT11,unclassified,WTG 11B REPLACE M SYSTEM,08/03/2018 07:45,02/03/2018 01:40,02/03/2018 07:46,6.090555556,1
473461405,WT11,other_parts,WTG 11B REPLACE COOLANT MOTOR CABLE,20/06/2018 12:00,20/06/2018 07:10,20/06/2018 14:30,7.320277778,1
473462334,WT22,yaw,WTG 22C REPLACE YAW GEAR AND MOTOR,09/03/2018 08:30,09/03/2018 08:28,09/03/2018 16:47,8.305833333,1
473465139,WT11,yaw,WTG11B INVESTIGATE YAW FAIL,14/03/2018 11:30,08/03/2018 07:49,14/03/2018 09:01,14.87944444,2
473469695,WT09,unclassified,WTG 09A WORK IN THE A3 CABNET,21/03/2018 10:15,21/03/2018 08:39,21/03/2018 16:41,8.039444444,1
473471433,WT09,unclassified,WTG09A FAULT FIND LOW BRAKE PRESSURE,24/03/2018 13:30,21/03/2018 08:39,24/03/2018 13:37,22.3025,3
473472728,WT22,lift,WTG22C INVESTIGATE CHAIN HOIST,26/03/2018 08:00,21/03/2018 08:01,26/03/2018 15:25,17.36694445,2
473478219,WT24,unclassified,WTG 24C REPLACE M SYSTEM,06/04/2018 11:00,06/04/2018 10:20,06/04/2018 15:49,5.48,1
473482908,WT23,other_parts,WTG23C REPLACE HAND CONTROLLER CABLE,15/04/2018 14:15,08/04/2018 06:51,15/04/2018 15:24,17.36972222,2
473482921,WT21,unclassified,WTG21C TCM SYSTEM ERROR,16/04/2018 08:15,16/04/2018 07:49,16/04/2018 16:23,8.569722222,1
473483558,WT15,unclassified,WTG15B HCU OVERSPEED,17/04/2018 12:30,16/04/2018 08:49,17/04/2018 17:46,32.93777778,1
473483791,WT21,other_parts,WTG21C REPLACE COOLANT MOTOR CABLE,16/04/2018 15:30,16/04/2018 07:49,16/04/2018 16:23,8.569722222,1
473483836,WT25,gearbox,WTG25C 400.F3 TRIP (GEAR OIL PUMP FAULT),17/04/2018 14:30,16/04/2018 07:16,17/04/2018 15:12,31.9275,1
473494808,WT11,unclassified,WTG11B REPLACE HIRSCHMANN SWITCH,20/06/2018 08:00,20/06/2018 07:10,20/06/2018 14:30,7.320277778,1
473496011,WT02,unclassified,WTG 02A REPLACE SLIP RING,06/05/2018 07:45,03/05/2018 16:01,06/05/2018 12:54,68.88166667,1
473497686,WT03,yaw,WTG03A YAW CONVERTER ERRORS,09/05/2018 08:30,08/05/2018 23:11,09/05/2018 10:33,11.37333333,1
473498121,WT10,electrical,WTG10B MAIN BREAKER TRIP,09/05/2018 14:15,09/05/2018 09:27,09/05/2018 14:47,5.33,1
473498558,WT20,gearbox,WTG20C WORK IN A21,11/05/2018 08:00,11/05/2018 07:22,11/05/2018 15:18,7.936666667,1
473499023,WT19,electrical,WTG19C MV BREAKER SHOWS OPEN,13/05/2018 15:15,11/05/2018 07:38,11/05/2018 13:04,5.43,1
473509817,WT03,unclassified,WTG03A END OF WARRANTY INSP ESCORTING,31/05/2018 08:00,31/05/2018 07:08,31/05/2018 17:35,10.45472222,1
473511620,WT04,unclassified,WTG 04 A END OF WARRENTY WALKDOWN,01/06/2018 08:30,01/06/2018 07:51,01/06/2018 15:20,7.481388889,1
473512299,WT11,unclassified,WTG 011bEND OF WARRENTY WALKDOWN,02/06/2018 07:45,01/06/2018 07:31,02/06/2018 12:05,10.60194444,2
473512443,WT02,unclassified,WTG 02A FAULT FIND ERRORS,03/06/2018 09:00,03/06/2018 01:41,03/06/2018 12:36,10.92083333,1
473512593,WT15,unclassified,WTG 15B END OF WARRANTY WALKDOWN,04/06/2018 13:30,01/06/2018 08:05,01/06/2018 15:28,7.376111111,1
473512596,WT19,unclassified,WTG19C END OF WARRANTY WALKDOWN,07/06/2018 08:15,07/06/2018 07:44,07/06/2018 12:58,5.243888889,1
473513079,WT15,pitch,WTG 15B PITCH PAWL FAULT,05/06/2018 07:45,01/06/2018 08:05,05/06/2018 07:21,21.45638889,2
473514714,WT10,unclassified,WTG10B END OF WARRANTY WALKDOWN,08/06/2018 08:15,08/06/2018 07:20,08/06/2018 16:37,9.288611111,1
473514962,WT12,unclassified,WTG12B END OF WARRANTY WALKDOWN,13/06/2018 12:00,07/06/2018 07:12,07/06/2018 14:26,7.226111111,1
473517435,WT14,gearbox,WTG 14B FAULTFIND IN THE A21,11/06/2018 10:00,11/06/2018 06:45,11/06/2018 15:04,8.314166667,1
473517824,WT08,unclassified,WTG08A END OF WARRANTY WALKDOWN,13/06/2018 10:00,09/06/2018 08:57,09/06/2018 14:48,5.8575,1
473521295,WT02,unclassified,WTG02A FAULT FIND ERRORS,03/06/2018 09:00,03/06/2018 01:41,03/06/2018 12:36,10.92083333,1
473524793,WT11,yaw,WTG11B INVESTIGATE YAW FAIL,24/06/2018 07:45,20/06/2018 07:10,24/06/2018 11:11,33.98416666,3
473524794,WT13,unclassified,WTG13B INVESTIGATE PU VIBRATION ERROR,24/06/2018 12:30,20/06/2018 07:24,24/06/2018 12:24,58.5075,3
473524795,WT02,pitch,WTG02A PITCH B TRACKING ERROR,24/06/2018 13:30,23/06/2018 21:39,25/06/2018 15:05,41.42666667,1
473528597,WT26,unclassified,WTG 26C REPLACE S 10 SWITCH,28/06/2018 08:30,27/06/2018 07:47,27/06/2018 14:48,7.023333333,1
473529190,WT04,gearbox,WTG 04A TOP UP GEAR OIL,29/06/2018 13:00,28/06/2018 20:22,02/07/2018 15:36,88.70555555,2
473529318,WT11,unclassified,WTG 11B REPLACE STIG BOX,29/06/2018 14:00,23/06/2018 15:53,24/06/2018 11:11,19.30444444,1
473535599,WT09,unclassified,WTG 09A WORK IN THE A3 CABNET,11/07/2018 09:00,10/07/2018 13:22,11/07/2018 14:43,25.34222222,1
473536776,WT02,other_parts,WTG 02A SNAGGING,12/07/2018 07:45,12/07/2018 07:00,12/07/2018 12:19,5.318888889,1
473536777,WT02,other_parts,WTG 02A REPLACE GREASE COVERS,12/07/2018 11:00,12/07/2018 07:00,12/07/2018 12:19,5.318888889,1
473536778,WT02,gearbox,WYG02A REPAIR GEAR PUMP OIL LEAK,12/07/2018 11:15,12/07/2018 07:00,12/07/2018 12:19,5.318888889,1
473537000,WT02,other_parts,WTG 02A RE TAKE OIL SAMPLES,12/07/2018 11:15,12/07/2018 07:00,12/07/2018 12:19,5.318888889,1
473537033,WT16,other_parts,WTG 16B RE TAKE OIL SAMPLES,12/07/2018 16:00,06/07/2018 06:57,06/07/2018 13:20,6.379166667,1
473537144,WT18,other_parts,WTG 18BWORK ON LIGHTS AND FITTINGS,13/07/2018 12:00,13/07/2018 11:33,14/07/2018 13:39,26.11138889,1
473537637,WT18,unclassified,WTG 18 WORK IN THE A18,13/07/2018 13:00,13/07/2018 11:33,14/07/2018 13:39,26.11138889,1
473538079,WT18,yaw,WTG 18B INVESTIGATE YAW CONVERTOR ERRORS,14/07/2018 08:00,13/07/2018 11:33,14/07/2018 13:39,26.11138889,1
473538174,WT21,electrical,WTG 21C INVESTIGATE NO COMMS,14/07/2018 15:00,11/07/2018 08:02,11/07/2018 14:55,6.881944444,1
473538694,WT16,other_parts,WTG 16BWORK ON LIGHTS AND FITTINGS,16/07/2018 15:00,16/07/2018 08:15,16/07/2018 15:15,7.004166667,1
473538696,WT16,unclassified,WTG 16B TOP UP ACCUMILATER,16/07/2018 13:00,16/07/2018 08:15,16/07/2018 15:15,7.004166667,1
